,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,newton,newton_steps
0,2/17/17,3/17/17,95.0,GK,Put,0.8,0.04557,94.489998,0.076659822,0.050641515441181006,1.0
1,2/17/17,4/21/17,21.0,ARR,Call,0.75,0.05176,21.709999,0.1724846,0.06073211320967348,1.0
2,2/17/17,6/16/17,100.0,GK,Call,0.08,0.052079999999999994,94.489998,0.32580424399999997,0.06065299167265855,1.0
3,2/17/17,7/21/17,65.0,CYNO,Put,0.45,0.0608,66.25,0.421629021,0.05849055370121143,1.0
4,2/17/17,3/17/17,24.0,FV,Call,0.35,0.06596,24.26,0.076659822,0.06945867610399054,1.0
5,2/17/17,4/21/17,65.0,CYNO,Put,0.3,0.07098,66.25,0.1724846,0.07236778770448002,1.0
6,2/17/17,4/21/17,45.0,CLCD,Put,0.1,0.07193,46.400002,0.1724846,0.07138130371812006,1.0
7,2/17/17,3/24/17,119.0,TLT,Call,1.95,0.08252000000000001,120.32,0.09582477800000001,0.076529911079358,1.0
8,2/17/17,9/15/17,95.0,GK,Call,2.43,0.08281000000000001,94.489998,0.574948665,0.08900963324178542,1.0
9,2/17/17,8/18/17,30.0,BUSE,Call,1.4,0.08406,31.059998999999998,0.498288843,0.08027218650798827,1.0
10,2/17/17,3/3/17,33.0,CSCO,Call,0.77,0.08481,33.740002000000004,0.038329911,0.085637227634823,1.0
11,2/17/17,1/18/19,75.0,ADI,Call,9.2,0.08506,82.480003,1.916495551,0.08712931843359711,1.0
12,2/17/17,3/10/17,118.0,TLT,Call,2.52,0.08514,120.32,0.057494867000000005,0.07792933057867055,1.0
13,2/17/17,2/24/17,820.0,GOOG,Call,9.5,0.0874,828.070007,0.019164956,0.0930874473573961,1.0
14,2/17/17,2/24/17,845.0,GOOGL,Call,5.1,0.0879,846.5499880000001,0.019164956,0.09066104454354404,1.0
15,2/17/17,2/24/17,835.0,GOOGL,Call,12.2,0.0884,846.5499880000001,0.019164956,0.08442242766787651,1.0
16,2/17/17,2/24/17,857.5,GOOGL,Call,0.97,0.08879,846.5499880000001,0.019164956,0.09437882632534948,1.0
17,2/17/17,2/24/17,33.5,CSCO,Call,0.31,0.09045,33.740002000000004,0.019164956,0.08607422303975576,1.0
18,2/17/17,4/21/17,119.0,TLT,Call,2.75,0.09319,120.32,0.1724846,0.09875876611111101,1.0
