ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,IV,currentDate
"Jul 21, 2017",34.7999992,TBNK,Call,1.06,,,1.70,0,4,0.40235,0.19751,0.0561,-0.00504,0.09735,0.1325,2017-02-17
"Feb 17, 2017",20.0,ARR,Call,1.65,,1.45,2.50,0,0,1.0,0.0,0.0,-0.00306,0.0,0.1325,2017-02-17
"Feb 17, 2017",22.5,ARR,Call,0.06,,,0.05,0,786,0.0,0.0,0.0,0.0,0.0,0.50777,2017-02-17
"Feb 17, 2017",20.0,ARR,Put,0.08,,,0.05,0,81,0.0,0.0,0.0,0.0,0.0,1.78007,2017-02-17
"Feb 17, 2017",22.5,ARR,Put,0.90,,0.25,1.05,0,38,0.0,0.0,0.0,0.0,0.0,0.68446,2017-02-17
"Mar 17, 2017",20.0,ARR,Call,1.70,,1.50,2.65,0,10,0.81071,0.12369,0.01193,-0.01509,0.01449,0.02022,2017-02-17
"Mar 17, 2017",22.5,ARR,Call,0.08,-0.01,,0.15,216,191,0.2118,0.35484,0.00349,-0.00552,0.0172,0.13956,2017-02-17
"Mar 17, 2017",20.0,ARR,Put,0.20,,,0.10,0,109,-0.14608,0.12701,-0.00233,-0.00799,0.01428,0.32783,2017-02-17
"Mar 17, 2017",22.5,ARR,Put,0.95,-0.35,0.65,1.25,1,9,-0.69794,0.28368,-0.00832,-0.00832,0.02372,0.2759,2017-02-17
"Apr 21, 2017",20.0,ARR,Call,1.25,,1.55,2.40,0,0,0.91245,0.10714,0.03085,-0.00493,0.01934,0.02022,2017-02-17
"Apr 21, 2017",21.0,ARR,Call,0.75,,0.80,1.25,0,35,0.8338,0.26919,0.02967,-0.00487,0.01971,0.05176,2017-02-17
"Apr 21, 2017",22.0,ARR,Call,0.30,-0.20,0.10,0.40,40,659,0.45441,0.55431,0.01692,-0.00408,0.0373,0.10719,2017-02-17
"Apr 21, 2017",23.0,ARR,Call,0.11,,0.05,0.15,0,500,0.14436,0.23066,0.00542,-0.00258,0.02904,0.10208,2017-02-17
"Apr 21, 2017",20.0,ARR,Put,0.15,-0.05,0.05,0.20,3,251,-0.12236,0.11984,-0.0043,-0.00275,0.01999,0.25595,2017-02-17
"Apr 21, 2017",21.0,ARR,Put,0.50,,0.25,0.50,0,151,-0.30167,0.20068,-0.01004,-0.0048,0.03292,0.24133,2017-02-17
"Apr 21, 2017",22.0,ARR,Put,0.83,-0.02,0.65,1.00,1,166,-0.52709,0.26444,-0.01502,-0.00457,0.03551,0.21858,2017-02-17
"Apr 21, 2017",23.0,ARR,Put,1.55,0.05,1.40,1.85,2,145,-0.68386,0.17777,-0.0176,-0.0059,0.03575,0.33344,2017-02-17
"Jul 21, 2017",20.0,ARR,Call,1.60,,1.75,2.25,0,52,1.0,0.0,0.0824,-0.003,0.0,0.1325,2017-02-17
"Jul 21, 2017",22.5,ARR,Call,0.40,-0.07,0.30,0.45,41,452,0.40237,0.33452,0.03658,-0.00313,0.06382,0.09176,2017-02-17
"Jul 21, 2017",20.0,ARR,Put,0.55,-0.20,0.45,0.70,4,95,-0.23545,0.09862,-0.0192,-0.00313,0.04823,0.28827,2017-02-17
"Jul 21, 2017",22.5,ARR,Put,1.60,-0.45,1.60,2.10,6,96,-0.51918,0.11344,-0.03779,-0.00423,0.05573,0.30185,2017-02-17
"Mar 17, 2017",10.0,WMAR,Call,0.10,,,0.30,1,0,0.24102,0.31876,0.00159,-0.00681,0.00703,0.57816,2017-02-17
"Apr 21, 2017",10.0,WMAR,Call,0.40,,0.20,0.40,0,473,0.3553,0.24023,0.00502,-0.00587,0.0157,0.52147,2017-02-17
"Apr 21, 2017",10.0,WMAR,Put,1.15,,1.00,1.20,0,48,-0.67066,0.2634,-0.00866,-0.00424,0.01527,0.35409,2017-02-17
"Jul 21, 2017",10.0,WMAR,Call,1.20,,0.50,0.70,0,59,0.43661,0.18414,0.01427,-0.00367,0.02443,0.47939,2017-02-17
"Jul 21, 2017",10.0,WMAR,Put,1.50,,1.30,1.50,0,181,-0.5593,0.17161,-0.01945,-0.00283,0.02418,0.35696,2017-02-17
"Feb 17, 2017",12.5,RESI,Call,0.84,,0.45,0.95,0,0,1.0,0.0,0.0,-0.00191,0.0,1.4196,2017-02-17
"Mar 17, 2017",12.5,RESI,Call,1.00,-0.10,0.80,1.10,20,3376,0.83341,0.27623,0.00779,-0.00625,0.00879,0.28936,2017-02-17
"Mar 17, 2017",12.5,RESI,Put,0.20,,0.10,0.35,0,1739,-0.25086,0.23728,-0.00225,-0.00898,0.01356,0.36816,2017-02-17
"Jun 16, 2017",12.5,RESI,Call,1.20,0.20,1.10,1.40,2,3801,0.73514,0.18291,0.02763,-0.00418,0.02675,0.21658,2017-02-17
"Jun 16, 2017",12.5,RESI,Put,1.50,,0.55,0.75,0,15,-0.32831,0.13139,-0.01415,-0.00429,0.02763,0.36505,2017-02-17
"Sep 15, 2017",12.5,RESI,Call,1.20,,1.40,1.65,0,44,0.73445,0.15565,0.04755,-0.00318,0.03453,0.23921,2017-02-17
"Sep 15, 2017",12.5,RESI,Put,1.10,,0.80,1.10,0,31,-0.32881,0.11339,-0.02462,-0.00267,0.03619,0.34271,2017-02-17
"Feb 17, 2017",10.0,TEF,Call,0.10,,,0.20,0,114,0.07622,1.0,0.0,-0.90732,0.0,0.88485,2017-02-17
"Feb 17, 2017",10.0,TEF,Put,0.20,,,0.45,0,10,-0.92381,1.0,0.0,-0.90587,0.0,0.31899,2017-02-17
"Mar 17, 2017",10.0,TEF,Call,0.20,0.05,0.10,0.20,22,453,0.42641,0.86771,0.00313,-0.00429,0.01089,0.17173,2017-02-17
"Mar 17, 2017",10.0,TEF,Put,1.20,,0.25,0.40,0,23,-0.56308,0.70552,-0.00337,-0.00405,0.0108,0.20569,2017-02-17
"Jun 16, 2017",10.0,TEF,Call,0.40,0.05,0.35,0.50,10,766,0.52945,0.41509,0.01583,-0.00267,0.02205,0.17708,2017-02-17
"Jun 16, 2017",10.0,TEF,Put,0.75,0.05,0.65,0.80,31,284,-0.47595,0.2541,-0.01239,-0.00274,0.02194,0.31691,2017-02-17
"Sep 15, 2017",10.0,TEF,Call,0.60,0.05,0.55,0.65,242,1861,0.57018,0.32926,0.02941,-0.00214,0.02881,0.15845,2017-02-17
"Sep 15, 2017",10.0,TEF,Put,1.10,,0.80,0.95,0,10,-0.45401,0.20264,-0.02113,-0.00182,0.02879,0.2968,2017-02-17
"Feb 17, 2017",160.0,MSG,Call,15.59,,12.80,17.00,0,15,1.0,0.0,3e-05,-0.0245,0.0,0.01017,2017-02-17
"Feb 17, 2017",170.0,MSG,Call,6.87,,3.50,7.50,0,30,1.0,0.0,3e-05,-0.02603,0.0,0.03235,2017-02-17
"Feb 17, 2017",175.0,MSG,Call,0.09,-1.53,,0.70,40,17,0.65959,0.73132,2e-05,-15.46006,0.00296,0.02022,2017-02-17
"Feb 17, 2017",180.0,MSG,Call,0.30,0.02,,0.10,2,112,0.0,0.0,0.0,0.0,0.0,0.21798,2017-02-17
"Feb 17, 2017",185.0,MSG,Call,0.10,,,0.25,0,162,0.0,0.0,0.0,0.0,0.0,0.52126,2017-02-17
"Feb 17, 2017",190.0,MSG,Call,0.45,,,0.70,0,23,0.0,0.0,0.0,0.0,0.0,0.85357,2017-02-17
"Feb 17, 2017",160.0,MSG,Put,0.12,,,0.70,0,63,0.0,0.0,0.0,0.0,0.0,1.21656,2017-02-17
"Feb 17, 2017",165.0,MSG,Put,0.35,,,0.25,0,253,0.0,0.0,0.0,0.0,0.0,1.04454,2017-02-17
"Feb 17, 2017",170.0,MSG,Put,0.15,,,0.70,1,82,0.0,0.0,0.0,0.0,0.0,0.68904,2017-02-17
"Feb 17, 2017",175.0,MSG,Put,0.20,,,0.25,0,4,-0.42742,0.35467,-1e-05,-37.26532,0.0,0.35764,2017-02-17
"Feb 17, 2017",180.0,MSG,Put,3.10,-1.40,2.50,6.70,1,97,0.0,0.0,0.0,0.0,0.0,0.16398,2017-02-17
"Feb 17, 2017",185.0,MSG,Put,10.80,,8.00,12.20,0,1,0.0,0.0,0.0,0.0,0.0,0.9225,2017-02-17
"Feb 17, 2017",190.0,MSG,Put,14.87,,12.50,16.30,0,1,0.0,0.0,0.0,0.0,0.0,1.26369,2017-02-17
"Mar 17, 2017",170.0,MSG,Call,8.20,,6.00,7.10,0,1,0.84915,0.04133,0.10942,-0.04925,0.11142,0.17913,2017-02-17
"Mar 17, 2017",175.0,MSG,Call,2.84,-1.28,2.85,3.60,9,31,0.55521,0.05817,0.07243,-0.0754,0.18696,0.16835,2017-02-17
"Mar 17, 2017",180.0,MSG,Call,1.20,-1.50,1.05,1.60,12,347,0.3181,0.04425,0.04171,-0.07088,0.19852,0.16687,2017-02-17
"Mar 17, 2017",185.0,MSG,Call,0.54,,0.35,0.65,0,16,0.17113,0.02808,0.02253,-0.05079,0.13848,0.15875,2017-02-17
"Mar 17, 2017",190.0,MSG,Call,0.20,,,0.25,0,12,0.07556,0.01529,0.01001,-0.02875,0.06198,0.16843,2017-02-17
"Mar 17, 2017",160.0,MSG,Put,0.23,0.03,0.15,0.35,20,616,-0.07222,0.01205,-0.00948,-0.03281,0.05772,0.24997,2017-02-17
"Mar 17, 2017",165.0,MSG,Put,0.55,0.10,0.35,0.65,42,784,-0.135,0.02151,-0.01696,-0.04137,0.11406,0.2183,2017-02-17
"Mar 17, 2017",170.0,MSG,Put,1.53,0.59,1.10,1.55,12,35,-0.24568,0.03761,-0.0279,-0.05317,0.17754,0.16965,2017-02-17
"Mar 17, 2017",175.0,MSG,Put,2.60,,2.70,3.40,0,50,-0.46249,0.0501,-0.04865,-0.06377,0.18747,0.16619,2017-02-17
"Mar 17, 2017",180.0,MSG,Put,6.45,-0.25,5.50,6.60,2,1,-0.6687,0.04077,-0.06585,-0.05941,0.1905,0.1838,2017-02-17
"May 19, 2017",160.0,MSG,Call,12.60,,16.70,17.90,0,100,0.99192,0.00289,0.3899,-0.0251,0.03543,0.05176,2017-02-17
"May 19, 2017",165.0,MSG,Call,14.90,,12.70,13.80,0,6,0.83247,0.01918,0.33092,-0.04225,0.1925,0.14179,2017-02-17
"May 19, 2017",170.0,MSG,Call,10.50,,9.20,10.10,0,103,0.74331,0.0279,0.3034,-0.0425,0.30381,0.13852,2017-02-17
"May 19, 2017",175.0,MSG,Call,8.50,,6.40,7.20,0,52,0.58714,0.03293,0.24329,-0.04731,0.33218,0.13595,2017-02-17
"May 19, 2017",180.0,MSG,Call,4.70,,4.10,4.70,0,80,0.43534,0.03055,0.18188,-0.04324,0.35805,0.14608,2017-02-17
"May 19, 2017",185.0,MSG,Call,3.10,,2.50,3.10,0,15,0.28437,0.02844,0.12102,-0.03397,0.25925,0.1844,2017-02-17
"May 19, 2017",190.0,MSG,Call,1.95,,1.40,1.75,0,3,0.20018,0.02046,0.08512,-0.02884,0.27076,0.16969,2017-02-17
"May 19, 2017",160.0,MSG,Put,1.95,,1.50,1.95,0,701,-0.15355,0.01356,-0.06416,-0.02307,0.19417,0.24542,2017-02-17
"May 19, 2017",165.0,MSG,Put,2.80,,2.40,3.00,0,24,-0.23964,0.01764,-0.09019,-0.03146,0.30714,0.18294,2017-02-17
"May 19, 2017",170.0,MSG,Put,4.20,,3.80,4.40,0,57,-0.32773,0.02255,-0.12545,-0.03029,0.3194,0.18729,2017-02-17
"May 19, 2017",175.0,MSG,Put,6.40,,5.60,6.40,0,52,-0.4469,0.02909,-0.14322,-0.03045,0.33428,0.18516,2017-02-17
"May 19, 2017",180.0,MSG,Put,11.20,,8.40,9.20,0,4,-0.56459,0.02504,-0.18256,-0.03145,0.3472,0.17833,2017-02-17
"May 19, 2017",185.0,MSG,Put,14.45,,11.60,12.70,0,5,-0.7088,0.02681,-0.17433,-0.02428,0.31884,0.19737,2017-02-17
"Aug 18, 2017",160.0,MSG,Call,20.40,,19.20,20.70,0,1,0.90898,0.01085,0.69661,-0.02923,0.22271,0.01264,2017-02-17
"Aug 18, 2017",170.0,MSG,Call,11.60,,12.50,13.10,0,25,0.68794,0.01676,0.53449,-0.0405,0.43811,0.14448,2017-02-17
"Aug 18, 2017",175.0,MSG,Call,8.63,,9.60,10.30,0,11,0.61457,0.02188,0.49409,-0.03874,0.4612,0.13246,2017-02-17
"Aug 18, 2017",180.0,MSG,Call,7.55,,7.10,7.70,0,20,0.51128,0.02127,0.41431,-0.03653,0.4957,0.15,2017-02-17
"Aug 18, 2017",185.0,MSG,Call,6.37,,5.10,5.90,0,2,0.43342,0.01745,0.34787,-0.03886,0.51672,0.15551,2017-02-17
"Aug 18, 2017",190.0,MSG,Call,5.70,,3.50,4.00,0,100,0.30674,0.02009,0.25677,-0.02782,0.38339,0.18969,2017-02-17
"Aug 18, 2017",160.0,MSG,Put,4.01,,3.30,4.00,0,658,-0.23773,0.01078,-0.18817,-0.02404,0.41986,0.19779,2017-02-17
"Aug 18, 2017",170.0,MSG,Put,7.20,,6.20,6.90,0,22,-0.34271,0.01714,-0.25004,-0.01958,0.44735,0.19569,2017-02-17
"Aug 18, 2017",175.0,MSG,Put,9.10,,8.10,9.00,0,41,-0.4336,0.01587,-0.28783,-0.02687,0.46991,0.22561,2017-02-17
"Feb 17, 2017",10.0,FLWS,Call,0.40,,,0.05,0,56,0.39135,1.0,0.0,-2.4407,0.0,1.09288,2017-02-17
"Feb 17, 2017",10.0,FLWS,Put,0.45,,,0.40,0,55,-0.62806,1.0,0.0,-2.04377,0.0,0.77649,2017-02-17
"Mar 17, 2017",10.0,FLWS,Call,0.45,,0.25,0.45,0,68,0.52187,0.56146,0.00377,-0.00715,0.01073,0.31687,2017-02-17
"Mar 17, 2017",10.0,FLWS,Put,0.40,,0.25,0.50,0,27,-0.48224,0.45646,-0.00301,-0.00733,0.01074,0.33803,2017-02-17
"Jun 16, 2017",10.0,FLWS,Call,0.80,-0.05,0.70,1.00,2,16,0.56585,0.21514,0.01575,-0.00462,0.02184,0.34132,2017-02-17
"Sep 15, 2017",10.0,FLWS,Call,1.05,,1.00,1.40,0,37,0.59033,0.15529,0.02727,-0.00371,0.02864,0.34122,2017-02-17
"Feb 10, 2017",7.0,VNET,Call,0.40,,,,0,0,1.0,0.0,0.0,-0.0011,0.0,1.8125,2017-02-17
"Feb 17, 2017",7.0,VNET,Call,0.32,,0.10,0.65,0,12,1.0,0.0,0.0,-0.00107,0.0,0.01001,2017-02-17
"Feb 17, 2017",7.5,VNET,Call,0.15,,,0.30,0,43,0.0,0.0,0.0,0.0,0.0,1.54956,2017-02-17
"Feb 17, 2017",8.0,VNET,Call,0.10,,,0.45,0,28,0.0,0.0,0.0,0.0,0.0,1.95203,2017-02-17
"Feb 24, 2017",7.0,VNET,Call,0.40,,0.30,0.65,0,9,0.76641,0.55579,0.001,-0.01612,0.00256,0.56275,2017-02-17
"Feb 24, 2017",7.5,VNET,Call,0.15,-0.05,0.05,0.20,2,19,0.40775,0.90705,0.00055,-0.01417,0.00402,0.56186,2017-02-17
"Feb 24, 2017",8.0,VNET,Call,0.10,,,0.50,0,18,0.35781,0.29156,0.00045,-0.04013,0.0,1.13121,2017-02-17
"Feb 17, 2017",7.0,VNET,Put,0.15,,,0.05,0,71,0.0,0.0,0.0,0.0,0.0,1.78844,2017-02-17
"Feb 24, 2017",7.0,VNET,Put,0.25,,,0.45,0,11,-0.30916,0.40364,-0.00041,-0.02524,0.00385,0.90018,2017-02-17
"Feb 24, 2017",7.5,VNET,Put,0.20,,0.15,0.35,0,2,-0.59002,0.87846,-0.0007,-0.01374,0.00402,0.51293,2017-02-17
"Mar 03, 2017",7.5,VNET,Call,0.30,,0.10,0.30,0,23,0.44511,0.67732,0.00119,-0.01015,0.00568,0.43942,2017-02-17
"Mar 10, 2017",7.0,VNET,Call,0.55,,0.50,0.80,0,10,0.67327,0.34273,0.00248,-0.01109,0.00663,0.97466,2017-02-17
"Mar 10, 2017",7.5,VNET,Call,0.30,,0.20,0.50,0,20,0.47441,0.49832,0.00185,-0.00956,0.00694,1.81234,2017-02-17
"Mar 10, 2017",8.0,VNET,Call,0.15,,0.05,0.50,0,21,0.36256,0.29154,0.00136,-0.01375,0.00718,0.79734,2017-02-17
"Mar 17, 2017",7.0,VNET,Call,0.75,,0.55,0.70,0,45,0.68339,0.36154,0.00338,-0.00792,0.00762,0.53614,2017-02-17
"Mar 17, 2017",8.0,VNET,Call,0.23,-0.02,0.10,0.25,50,496,0.29012,0.37863,0.00152,-0.00731,0.00838,0.56312,2017-02-17
"Mar 24, 2017",7.5,VNET,Call,0.35,,0.30,0.60,0,9,0.50179,0.36006,0.00314,-0.00821,0.00893,0.63368,2017-02-17
"Mar 10, 2017",7.0,VNET,Put,0.25,,0.10,0.30,0,10,-0.3152,0.37872,-0.00126,-0.00889,0.00662,0.52854,2017-02-17
"Mar 10, 2017",7.5,VNET,Put,0.50,,0.35,0.55,0,20,-0.52078,0.44651,-0.00191,-0.00973,0.00694,1.53856,2017-02-17
"Mar 17, 2017",7.0,VNET,Put,0.20,,0.15,0.30,0,74,-0.31809,0.36671,-0.0017,-0.00687,0.00762,0.5212,2017-02-17
"Mar 17, 2017",8.0,VNET,Put,0.95,,0.70,0.90,0,32,-0.68809,0.35343,-0.0033,-0.00723,0.00823,0.49908,2017-02-17
"Mar 24, 2017",7.0,VNET,Put,0.30,,0.20,0.55,0,30,-0.35108,0.2675,-0.00249,-0.00818,0.00853,0.54952,2017-02-17
"Jun 16, 2017",7.0,VNET,Call,1.00,,0.90,1.10,0,70,0.65596,0.21634,0.01267,-0.00369,0.01544,0.48476,2017-02-17
"Jun 16, 2017",8.0,VNET,Call,0.55,,0.40,0.65,4,42,0.43729,0.23155,0.00889,-0.00366,0.01716,0.45792,2017-02-17
"Jun 16, 2017",7.0,VNET,Put,0.70,,0.50,0.70,0,58,-0.35718,0.1914,-0.00875,-0.00327,0.01551,0.4638,2017-02-17
"Jun 16, 2017",8.0,VNET,Put,3.36,,1.05,1.25,0,1,-0.54479,0.20098,-0.01241,-0.00333,0.01693,0.53378,2017-02-17
"Sep 15, 2017",8.0,VNET,Call,0.90,,0.65,1.10,0,20,0.50855,0.16134,0.01666,-0.00318,0.02234,0.43575,2017-02-17
"Jan 19, 2018",8.0,VNET,Call,1.15,,0.95,1.15,0,342,0.54076,0.14335,0.02727,-0.00237,0.02795,0.47299,2017-02-17
"Jan 19, 2018",8.0,VNET,Put,1.85,,1.10,2.10,0,521,-0.45912,0.12805,-0.03096,-0.00173,0.02771,0.47786,2017-02-17
"Jan 18, 2019",7.0,VNET,Call,2.00,,1.70,2.65,0,10,0.70401,0.08981,0.06054,-0.00166,0.03433,0.505,2017-02-17
"Jan 18, 2019",7.0,VNET,Put,1.80,,1.10,2.30,0,42,-0.29817,0.06271,-0.05209,-0.00136,0.03388,0.48211,2017-02-17
"Feb 17, 2017",35.0,TWOU,Call,0.55,0.19,0.75,1.30,1,214,1.0,0.0,0.0,-0.00536,0.0,0.21965,2017-02-17
"Feb 17, 2017",35.0,TWOU,Put,0.17,,,0.25,0,149,0.0,0.0,0.0,0.0,0.0,0.67026,2017-02-17
"Mar 17, 2017",35.0,TWOU,Call,2.10,,2.30,2.70,0,406,0.62458,0.08056,0.01529,-0.04045,0.03784,0.48386,2017-02-17
"Mar 17, 2017",35.0,TWOU,Put,1.50,-0.20,1.30,1.55,50,46,-0.37773,0.08127,-0.01014,-0.03542,0.03786,0.59204,2017-02-17
"Apr 21, 2017",35.0,TWOU,Call,2.70,-0.30,2.80,3.20,200,1178,0.6292,0.07229,0.03423,-0.02153,0.05626,0.39441,2017-02-17
"Apr 21, 2017",35.0,TWOU,Put,3.60,,1.80,2.10,0,450,-0.38758,0.05926,-0.0238,-0.0217,0.0565,0.52848,2017-02-17
"Jul 21, 2017",35.0,TWOU,Call,4.10,,4.10,4.50,0,26,0.63267,0.05014,0.07946,-0.01397,0.08672,0.30488,2017-02-17
"Jul 21, 2017",35.0,TWOU,Put,3.40,,2.95,3.40,0,264,-0.38319,0.04204,-0.05523,-0.01202,0.08737,0.41765,2017-02-17
"Apr 21, 2017",35.0,JOBS,Call,2.80,,2.20,2.80,0,72,0.60717,0.0861,0.03337,-0.01934,0.05607,0.48566,2017-02-17
"Jul 21, 2017",35.0,JOBS,Call,3.30,,2.70,3.90,0,50,0.62661,0.06949,0.08205,-0.01114,0.08601,0.34105,2017-02-17
"Feb 17, 2017",12.5,CAFD,Call,1.25,,0.65,1.15,0,2,1.0,0.0,0.0,-0.00191,0.0,0.13827,2017-02-17
"Mar 17, 2017",12.5,CAFD,Call,1.10,,0.90,1.15,0,93,0.84191,0.24491,0.00786,-0.00647,0.00884,0.272,2017-02-17
"Mar 17, 2017",12.5,CAFD,Put,0.15,,,0.15,0,655,-0.161,0.24757,-0.00159,-0.00468,0.00885,0.27396,2017-02-17
"Jun 16, 2017",12.5,CAFD,Call,1.15,,1.15,1.50,0,3169,0.75387,0.17582,0.02846,-0.00416,0.02669,0.24458,2017-02-17
"Jun 16, 2017",12.5,CAFD,Put,0.60,,0.45,0.70,0,353,-0.314,0.12987,-0.01349,-0.00417,0.02764,0.38521,2017-02-17
"Sep 15, 2017",12.5,CAFD,Call,1.60,0.07,1.40,1.75,1,112,0.75087,0.15047,0.04883,-0.00316,0.03436,0.24548,2017-02-17
"Sep 15, 2017",12.5,CAFD,Put,0.95,,0.80,1.20,0,321,-0.32639,0.09884,-0.0254,-0.0031,0.03638,0.38249,2017-02-17
"Feb 17, 2017",15.0,EGHT,Call,0.05,,,0.20,17,768,0.42361,1.0,0.0,-3.99885,0.0,1.97656,2017-02-17
"Feb 17, 2017",15.0,EGHT,Put,0.45,-0.05,,0.25,1,99,-0.59017,1.0,0.0,-3.36689,0.0,1.90625,2017-02-17
"Mar 17, 2017",15.0,EGHT,Call,0.50,,0.45,0.65,0,185,0.52734,0.30957,0.00564,-0.01282,0.01609,0.41931,2017-02-17
"Mar 17, 2017",15.0,EGHT,Put,0.75,,0.50,0.70,0,200,-0.47891,0.30595,-0.00447,-0.01099,0.01611,0.27765,2017-02-17
"May 19, 2017",15.0,EGHT,Call,0.88,-0.22,1.00,1.30,10,580,0.55812,0.16578,0.01822,-0.00775,0.02876,0.46332,2017-02-17
"May 19, 2017",15.0,EGHT,Put,1.35,0.05,1.00,1.30,1,39,-0.45115,0.14964,-0.01423,-0.00659,0.0288,0.31626,2017-02-17
"Aug 18, 2017",15.0,EGHT,Call,1.65,,1.50,1.85,0,16,0.58444,0.11704,0.03602,-0.00571,0.04017,0.42632,2017-02-17
"Aug 18, 2017",15.0,EGHT,Put,1.78,,1.50,1.75,0,19,-0.42844,0.10292,-0.02854,-0.00453,0.04032,0.33027,2017-02-17
"Mar 17, 2017",17.5,AVHI,Call,0.40,-0.76,,0.90,3,36,0.39841,0.17877,0.00465,-0.01809,0.01851,0.54191,2017-02-17
"Mar 17, 2017",17.5,AVHI,Put,1.65,,0.50,1.70,0,6,-0.6633,0.23949,-0.00716,-0.01069,0.01856,0.3661,2017-02-17
"Jun 16, 2017",17.5,AVHI,Call,1.40,,,1.70,0,21,0.45967,0.14672,0.02221,-0.00626,0.03838,0.29612,2017-02-17
"Jun 16, 2017",17.5,AVHI,Put,1.75,,0.65,2.45,0,10,-0.54669,0.13987,-0.02516,-0.00454,0.03811,0.32965,2017-02-17
"Sep 15, 2017",17.5,AVHI,Call,1.75,,,2.40,0,38,0.50206,0.12434,0.04165,-0.00466,0.05065,0.26236,2017-02-17
"Sep 15, 2017",17.5,AVHI,Put,1.70,,0.65,3.10,0,12,-0.51745,0.12235,-0.04049,-0.00284,0.05003,0.29899,2017-02-17
"Mar 17, 2017",35.0,SHLM,Call,0.60,,0.25,1.20,1,0,0.38271,0.12495,0.00931,-0.02591,0.03747,0.875,2017-02-17
"Apr 21, 2017",35.0,SHLM,Call,1.50,,1.80,2.05,0,171,0.47197,0.07126,0.02424,-0.02287,0.05561,0.5912,2017-02-17
"Jul 21, 2017",35.0,SHLM,Call,4.28,,2.70,3.40,0,32,0.52232,0.05226,0.06219,-0.01405,0.08614,0.49661,2017-02-17
"Mar 17, 2017",35.0,AAON,Call,1.19,,0.65,1.40,0,3,0.45485,0.12941,0.0112,-0.02777,0.03751,0.30831,2017-02-17
"Apr 21, 2017",35.0,AAON,Call,1.10,,1.10,1.55,0,32,0.48888,0.10354,0.02659,-0.01689,0.0562,0.28104,2017-02-17
"Feb 17, 2017",50.0,ABAX,Call,2.20,,,0.60,0,11,0.15191,0.78069,0.0,-11.34654,0.0,1.07671,2017-02-17
"Feb 17, 2017",45.0,ABAX,Put,0.75,,,0.95,0,23,0.0,0.0,0.0,0.0,0.0,1.91481,2017-02-17
"Feb 17, 2017",50.0,ABAX,Put,0.20,-1.10,0.05,1.95,7,306,-0.84496,0.78227,0.0,-11.63304,0.0,0.22625,2017-02-17
"Mar 17, 2017",50.0,ABAX,Call,1.30,-1.00,0.95,1.70,16,114,0.49715,0.13305,0.01808,-0.02975,0.05377,0.28472,2017-02-17
"Mar 17, 2017",45.0,ABAX,Put,2.15,,0.20,0.70,0,10,-0.15163,0.04632,-0.00561,-0.02333,0.03268,0.97543,2017-02-17
"Mar 17, 2017",50.0,ABAX,Put,2.20,,1.60,2.40,0,72,-0.49521,0.08435,-0.01562,-0.03909,0.05364,0.27923,2017-02-17
"May 19, 2017",45.0,ABAX,Put,2.00,,1.75,2.40,0,10,-0.28476,0.02912,-0.03546,-0.02325,0.08869,0.52206,2017-02-17
"May 19, 2017",50.0,ABAX,Put,3.80,,3.70,4.60,0,110,-0.45943,0.04385,-0.04869,-0.02229,0.09589,0.28489,2017-02-17
"Aug 18, 2017",45.0,ABAX,Put,3.40,,2.90,4.10,0,43,-0.29449,0.02437,-0.07565,-0.01352,0.12332,0.49554,2017-02-17
"Feb 17, 2017",105.0,ABMD,Call,4.32,,9.20,12.40,0,4,1.0,0.0,1e-05,-0.01608,0.0,0.03235,2017-02-17
"Feb 17, 2017",110.0,ABMD,Call,6.00,1.70,5.40,7.20,16,125,1.0,0.0,1e-05,-0.01684,0.0,0.08281,2017-02-17
"Feb 17, 2017",115.0,ABMD,Call,1.40,1.32,1.10,2.25,53,169,1.0,0.0,1e-05,-0.01761,0.0,0.01005,2017-02-17
"Mar 17, 2017",105.0,ABMD,Call,10.80,1.10,10.80,12.90,1,18,1.0,0.0,0.0801,-0.01602,0.0,0.1325,2017-02-17
"Mar 17, 2017",110.0,ABMD,Call,8.20,4.87,7.50,8.30,108,216,0.79972,0.03255,0.06534,-0.06571,0.07812,0.177,2017-02-17
"Mar 17, 2017",115.0,ABMD,Call,4.00,0.70,4.20,5.00,10,764,0.60036,0.0443,0.05013,-0.08169,0.12317,0.21863,2017-02-17
"Mar 17, 2017",120.0,ABMD,Call,1.75,0.73,1.85,2.55,81,495,0.38545,0.04345,0.03271,-0.07596,0.12922,0.25075,2017-02-17
"Mar 17, 2017",125.0,ABMD,Call,1.05,0.40,1.05,1.15,773,364,0.20836,0.0323,0.01789,-0.05589,0.09015,0.25022,2017-02-17
"Mar 17, 2017",105.0,ABMD,Put,1.07,0.07,0.45,0.80,10,681,-0.10606,0.01773,-0.00878,-0.03742,0.07548,0.36407,2017-02-17
"Mar 17, 2017",110.0,ABMD,Put,1.90,,1.10,1.60,17,188,-0.22905,0.03114,-0.01743,-0.06424,0.11304,0.31487,2017-02-17
"Mar 17, 2017",115.0,ABMD,Put,9.70,,2.45,4.90,0,56,-0.41985,0.0334,-0.03522,-0.09315,0.1237,0.41265,2017-02-17
"Mar 17, 2017",120.0,ABMD,Put,6.70,-5.70,5.20,5.90,5,20,-0.62171,0.04409,-0.04511,-0.06071,0.12834,0.30744,2017-02-17
